,value,geometry,lon,lat
330,40.0,POINT (640051.6547313692 5591868.44045311),640051.655,5591868.44
331,40.0,POINT (644727.9144562813 5591842.890826327),644727.914,5591842.891
332,31.0,POINT (653851.7288886433 5591898.124717572),653851.729,5591898.125
333,31.0,POINT (654011.4334806891 5591764.619508894),654011.433,5591764.62
334,37.0,POINT (655456.8938331384 5591687.462104958),655456.894,5591687.462
335,37.0,POINT (637687.4122616259 5591636.827650056),637687.412,5591636.828
336,38.0,POINT (638831.6917581868 5591611.363139806),638831.692,5591611.363
337,26.0,POINT (654600.5081017734 5591640.835793616),654600.508,5591640.836
338,33.0,POINT (655384.6855727984 5591618.145466215),655384.686,5591618.145
339,40.0,POINT (648463.1652707122 5591622.417094405),648463.165,5591622.417
340,40.0,POINT (656834.7619808466 5591621.707028147),656834.762,5591621.707
341,28.0,POINT (653514.1966822895 5591554.451644713),653514.197,5591554.452
342,27.0,POINT (659135.3246048398 5591536.35567747),659135.325,5591536.356
343,38.0,POINT (640085.4233062004 5591442.677728786),640085.423,5591442.678
344,11.0,POINT (657852.7308437923 5591421.196661063),657852.731,5591421.197
345,35.0,POINT (656391.7149302702 5591403.350310444),656391.715,5591403.35
346,33.0,POINT (658202.1605231443 5591382.837309293),658202.161,5591382.837
347,27.0,POINT (653596.6326244134 5591371.115036186),653596.633,5591371.115
348,40.0,POINT (657603.0100209787 5591279.193972025),657603.01,5591279.194
349,38.0,POINT (661331.9955379467 5591308.197032766),661331.996,5591308.197
350,33.0,POINT (639202.1073471826 5591254.023569681),639202.107,5591254.024
351,29.0,POINT (653462.5292649936 5591220.547716472),653462.529,5591220.548
352,35.0,POINT (653114.872297026 5591180.810793885),653114.872,5591180.811
353,38.0,POINT (658558.6751475238 5591172.536231162),658558.675,5591172.536
354,38.0,POINT (640497.7581718223 5591135.955215911),640497.758,5591135.955
355,39.0,POINT (662022.6228794791 5591144.839796122),662022.623,5591144.84
356,31.0,POINT (653011.4030250753 5591142.768888845),653011.403,5591142.769
357,39.0,POINT (655964.9104233587 5591064.507754116),655964.91,5591064.508
358,37.0,POINT (640686.9493608847 5591094.806356803),640686.949,5591094.806
359,40.0,POINT (646090.6265835101 5590981.638761883),646090.627,5590981.639
360,26.0,POINT (657908.0199671513 5591086.07818954),657908.02,5591086.078
361,35.0,POINT (648461.465697558 5591020.078442601),648461.466,5591020.078
362,40.0,POINT (661738.7659066652 5590865.060018742),661738.766,5590865.06
363,38.0,POINT (650232.8341406308 5590916.777166448),650232.834,5590916.777
364,35.0,POINT (652817.1839940121 5590835.815014107),652817.184,5590835.815
365,35.0,POINT (656695.968754114 5591244.704985698),656695.969,5591244.705
366,37.0,POINT (638939.4623204957 5590765.833933424),638939.462,5590765.834
367,31.0,POINT (653170.2484681448 5590722.050002511),653170.248,5590722.05
368,40.0,POINT (652234.3681061852 5590640.425945044),652234.368,5590640.426
369,35.0,POINT (656317.9689057252 5590633.006379336),656317.969,5590633.006
370,31.0,POINT (656320.3405122837 5590598.434170269),656320.341,5590598.434
371,33.0,POINT (652912.2018351845 5590711.51713792),652912.202,5590711.517
372,37.0,POINT (657477.4958691843 5590577.355321976),657477.496,5590577.355
373,38.0,POINT (655449.2913981162 5590564.139771069),655449.291,5590564.14
374,19.0,POINT (652543.6793414463 5590508.059609971),652543.679,5590508.06
375,33.0,POINT (656054.3575558538 5590484.076799414),656054.358,5590484.077
376,35.0,POINT (652943.4206675317 5590405.50331156),652943.421,5590405.503
377,30.0,POINT (657069.4539879769 5590334.129946178),657069.454,5590334.13
378,38.0,POINT (657151.1785449112 5590387.666176769),657151.179,5590387.666
379,40.0,POINT (651592.5560785969 5590358.951758656),651592.556,5590358.952
380,39.0,POINT (647727.6409959872 5590326.522081373),647727.641,5590326.522
381,35.0,POINT (653566.0166456989 5590269.53854803),653566.017,5590269.539
382,31.0,POINT (657128.5124865926 5590304.508070156),657128.512,5590304.508
383,38.0,POINT (659662.7359595781 5590279.334484437),659662.736,5590279.334
384,35.0,POINT (656624.4983475475 5590248.580121167),656624.498,5590248.58
385,31.0,POINT (646767.9679232449 5590283.101071114),646767.968,5590283.101
386,40.0,POINT (653399.2116229679 5590219.852802365),653399.212,5590219.853
387,40.0,POINT (654526.4485303777 5590380.189903636),654526.449,5590380.19
388,38.0,POINT (637806.8559226587 5590271.70262405),637806.856,5590271.703
389,35.0,POINT (658500.0561645196 5590119.813845999),658500.056,5590119.814
390,16.0,POINT (653270.2438274457 5590039.14619178),653270.244,5590039.146
391,33.0,POINT (645645.9154074582 5589984.351942002),645645.915,5589984.352
392,26.0,POINT (652338.494002982 5590068.350593404),652338.494,5590068.351
393,37.0,POINT (655720.6055972601 5589974.247226221),655720.606,5589974.247
394,37.0,POINT (656708.9788731622 5589846.686023626),656708.979,5589846.686
395,40.0,POINT (659893.2102287386 5589832.012772747),659893.21,5589832.013
396,40.0,POINT (653375.4393970036 5589822.638483948),653375.439,5589822.638
397,35.0,POINT (655807.0094490012 5589829.050434295),655807.009,5589829.05
398,38.0,POINT (661452.6828033167 5589812.025231757),661452.683,5589812.025
399,32.0,POINT (657816.5170307072 5589822.549034445),657816.517,5589822.549
400,40.0,POINT (647349.9411726132 5589769.492766552),647349.941,5589769.493
401,31.0,POINT (657710.2296609569 5589762.579785001),657710.23,5589762.58
402,31.0,POINT (661884.3798902032 5589744.216666119),661884.38,5589744.217
403,40.0,POINT (643237.7946016741 5589684.907550941),643237.795,5589684.908
404,33.0,POINT (656658.4312589034 5589601.833738294),656658.431,5589601.834
405,40.0,POINT (639836.6075793689 5589881.793217492),639836.608,5589881.793
406,39.0,POINT (644868.7862157566 5589599.460176328),644868.786,5589599.46
407,35.0,POINT (654463.9772652958 5589575.765154655),654463.977,5589575.765
408,35.0,POINT (643548.0708797526 5589605.668131119),643548.071,5589605.668
409,35.0,POINT (639672.9256316738 5589547.021682528),639672.926,5589547.022
410,35.0,POINT (639069.3426446966 5589787.631689281),639069.343,5589787.632
411,27.0,POINT (651967.9606062281 5589565.062897095),651967.961,5589565.063
412,33.0,POINT (655429.3256792317 5589573.150752283),655429.326,5589573.151
413,26.0,POINT (652112.4937317187 5589519.71235206),652112.494,5589519.712
414,40.0,POINT (655116.5093736505 5589498.425736706),655116.509,5589498.426
415,30.0,POINT (657891.2984268949 5589511.039064675),657891.298,5589511.039
416,35.0,POINT (656495.7944148635 5589438.798334942),656495.794,5589438.798
417,38.0,POINT (642603.6791013416 5589381.726997081),642603.679,5589381.727
418,35.0,POINT (656571.0874954571 5589402.650694089),656571.087,5589402.651
419,38.0,POINT (644497.1300192522 5589338.257665434),644497.13,5589338.258
420,35.0,POINT (654259.3183154365 5589330.51711393),654259.318,5589330.517
421,39.0,POINT (653999.1401150236 5589296.312161496),653999.14,5589296.312
422,26.0,POINT (645125.8809213018 5589278.706241542),645125.881,5589278.706
423,32.0,POINT (661635.0922129868 5589427.605169034),661635.092,5589427.605
424,35.0,POINT (651836.6889094529 5589157.453307539),651836.689,5589157.453
425,32.0,POINT (658060.0517270371 5589245.753441003),658060.052,5589245.753
426,28.0,POINT (660094.2857330452 5589201.411926426),660094.286,5589201.412
427,35.0,POINT (655445.5430135587 5589198.894275489),655445.543,5589198.894
428,25.0,POINT (656484.8423993667 5589196.380636697),656484.842,5589196.381
429,37.0,POINT (646100.7900000504 5589163.774680065),646100.79,5589163.775
430,39.0,POINT (646918.7389756667 5589368.764241041),646918.739,5589368.764
431,37.0,POINT (661795.0217303644 5589170.312861099),661795.022,5589170.313
432,35.0,POINT (651627.5981167202 5589097.272549191),651627.598,5589097.273
433,38.0,POINT (661414.191834707 5589085.466964827),661414.192,5589085.467
434,37.0,POINT (645978.2036464656 5589087.171137645),645978.204,5589087.171
435,22.0,POINT (656405.115648173 5589053.811840782),656405.116,5589053.812
436,40.0,POINT (658511.4824779136 5589075.021599152),658511.482,5589075.022
437,39.0,POINT (651943.1778956396 5589028.800976873),651943.178,5589028.801
438,38.0,POINT (661469.6150605314 5589029.450429379),661469.615,5589029.45
439,35.0,POINT (643206.9568933281 5588996.22531758),643206.957,5588996.225
440,31.0,POINT (655587.9949341855 5588968.71804478),655587.995,5588968.718
441,38.0,POINT (637869.0219157037 5589104.26070072),637869.022,5589104.261
442,35.0,POINT (652127.1016019972 5588903.292343315),652127.102,5588903.292
443,25.0,POINT (654772.6929643808 5588978.585493537),654772.693,5588978.585
444,40.0,POINT (654901.6982188757 5588918.581927837),654901.698,5588918.582
445,21.0,POINT (648060.4255453021 5588920.232355765),648060.426,5588920.232
446,35.0,POINT (658526.5364658731 5588922.39237632),658526.536,5588922.392
447,40.0,POINT (660055.3156750011 5588891.227301715),660055.316,5588891.227
448,35.0,POINT (655498.5652911087 5588797.944477616),655498.565,5588797.944
449,33.0,POINT (656825.2822923082 5589344.711973815),656825.282,5589344.712
450,33.0,POINT (657035.9243415887 5589006.225421353),657035.924,5589006.225
451,31.0,POINT (658838.9100147523 5588922.714992113),658838.91,5588922.715
452,35.0,POINT (654513.7281943776 5588943.316996596),654513.728,5588943.317
453,39.0,POINT (649894.5330207228 5588963.613185422),649894.533,5588963.613
454,37.0,POINT (658333.3500890227 5588859.531753919),658333.35,5588859.532
455,25.0,POINT (643201.8918945345 5588811.46780456),643201.892,5588811.468
456,40.0,POINT (647828.6853580395 5588836.437130257),647828.685,5588836.437
457,26.0,POINT (646201.0912260305 5588839.850693507),646201.091,5588839.851
458,40.0,POINT (652942.395812177 5588801.533971028),652942.396,5588801.534
459,40.0,POINT (643457.363244303 5588732.096246921),643457.363,5588732.096
460,38.0,POINT (643975.5769879069 5588771.34803485),643975.577,5588771.348
461,39.0,POINT (648287.4934552419 5588746.259089082),648287.493,5588746.259
462,24.0,POINT (652286.2330875627 5588821.996757035),652286.233,5588821.997
463,30.0,POINT (643360.1758291763 5588737.270621801),643360.176,5588737.271
464,40.0,POINT (646399.609444562 5588778.689967754),646399.609,5588778.69
465,30.0,POINT (652190.580699385 5588739.757293032),652190.581,5588739.757
466,32.0,POINT (655551.5039702517 5588711.071370929),655551.504,5588711.071
467,27.0,POINT (657730.4881835334 5588754.667077549),657730.488,5588754.667
468,38.0,POINT (658457.7754891651 5588715.421077864),658457.775,5588715.421
469,37.0,POINT (654869.635070927 5588773.476760583),654869.635,5588773.477
470,40.0,POINT (638000.6819054275 5588654.12804884),638000.682,5588654.128
471,31.0,POINT (644580.5883804049 5588654.71404415),644580.588,5588654.714
472,24.0,POINT (650866.463952721 5588694.327970082),650866.464,5588694.328
473,40.0,POINT (645093.2397804779 5588651.91097374),645093.24,5588651.911
474,33.0,POINT (650803.2890805081 5588669.699477403),650803.289,5588669.699
475,26.0,POINT (656170.3025699494 5588698.719008787),656170.303,5588698.719
476,31.0,POINT (655196.6713883026 5588491.87228777),655196.671,5588491.872
477,39.0,POINT (653240.4506464869 5588542.852054652),653240.451,5588542.852
478,37.0,POINT (654673.6337940126 5588493.102614029),654673.634,5588493.103
479,22.0,POINT (650197.4043960484 5588470.649383859),650197.404,5588470.649
480,37.0,POINT (655323.1734786988 5588825.438224949),655323.173,5588825.438
481,37.0,POINT (655433.1588618387 5588538.928748963),655433.159,5588538.929
482,33.0,POINT (656811.7903741946 5588507.267259146),656811.79,5588507.267
483,37.0,POINT (656941.6271196883 5588433.809335565),656941.627,5588433.809
484,40.0,POINT (646447.2891572024 5588318.527716123),646447.289,5588318.528
485,30.0,POINT (654847.3994197504 5588380.5557297),654847.399,5588380.556
486,26.0,POINT (662008.3753925979 5588326.587920932),662008.375,5588326.588
487,37.0,POINT (643454.9888680283 5588349.154845196),643454.989,5588349.155
488,39.0,POINT (646964.3889551827 5588317.498453727),646964.389,5588317.498
489,37.0,POINT (655106.2229110349 5588306.811585963),655106.223,5588306.812
490,40.0,POINT (641914.4205819241 5588319.935430735),641914.421,5588319.935
491,40.0,POINT (642457.3059095974 5588190.059175915),642457.306,5588190.059
492,38.0,POINT (654378.2604015538 5588226.947384227),654378.26,5588226.947
493,31.0,POINT (661169.523570147 5588231.902054075),661169.524,5588231.902
494,35.0,POINT (639376.0444795337 5588221.37093144),639376.044,5588221.371
495,31.0,POINT (655988.0542936983 5588230.55073289),655988.054,5588230.551
496,31.0,POINT (651114.7461426425 5588175.452529441),651114.746,5588175.453
497,31.0,POINT (661228.2160565575 5588167.907610327),661228.216,5588167.908
498,39.0,POINT (647640.0598256488 5588165.49439609),647640.06,5588165.494
499,31.0,POINT (656664.1640024595 5588106.813411101),656664.164,5588106.813
500,38.0,POINT (645568.9095764941 5588486.386823988),645568.91,5588486.387
501,31.0,POINT (650743.9776593024 5588192.827049216),650743.978,5588192.827
502,38.0,POINT (642188.2630052303 5588047.073592558),642188.263,5588047.074
503,39.0,POINT (657404.6370017566 5588060.101676909),657404.637,5588060.102
504,38.0,POINT (645220.1375139205 5587973.185633433),645220.138,5587973.186
505,40.0,POINT (656612.9408196879 5588051.178714194),656612.941,5588051.179
506,39.0,POINT (649038.1969568017 5588013.299038354),649038.197,5588013.299
507,38.0,POINT (650714.190578942 5588021.977296262),650714.191,5588021.977
508,37.0,POINT (655792.2300156415 5587992.291054513),655792.23,5587992.291
509,38.0,POINT (646212.0544187011 5587912.721125468),646212.054,5587912.721
510,40.0,POINT (652759.8464920972 5587877.433707493),652759.846,5587877.434
511,37.0,POINT (654370.3328980142 5588041.099377773),654370.333,5588041.099
512,40.0,POINT (644817.741542134 5587867.073894191),644817.742,5587867.074
513,40.0,POINT (648374.7893655659 5587945.096170709),648374.789,5587945.096
514,31.0,POINT (651720.2013470765 5587854.387011922),651720.201,5587854.387
515,38.0,POINT (643836.7420840012 5587832.42914786),643836.742,5587832.429
516,24.0,POINT (651308.4866423985 5587774.870663509),651308.487,5587774.871
517,35.0,POINT (654707.1706722036 5587764.911323882),654707.171,5587764.911
518,40.0,POINT (656014.5590203175 5587987.060364438),656014.559,5587987.06
519,31.0,POINT (646402.2015180269 5587792.011862959),646402.202,5587792.012
520,35.0,POINT (656056.0386328318 5587781.864308222),656056.039,5587781.864
521,33.0,POINT (644010.6118417175 5587756.852221332),644010.612,5587756.852
522,31.0,POINT (639191.534155912 5587723.534336307),639191.534,5587723.534
523,31.0,POINT (645056.3687132042 5587709.29686595),645056.369,5587709.297
524,39.0,POINT (655477.365657283 5587705.660425179),655477.366,5587705.66
525,31.0,POINT (647268.8169408791 5587663.717093513),647268.817,5587663.717
526,37.0,POINT (656853.7646185749 5587680.108280698),656853.765,5587680.108
527,35.0,POINT (653195.9355832268 5587803.702102332),653195.936,5587803.702
528,37.0,POINT (654986.1999350671 5587800.366590393),654986.2,5587800.367
529,35.0,POINT (657145.3035793874 5587701.137200752),657145.304,5587701.137
530,38.0,POINT (657148.7045803129 5587616.939299467),657148.705,5587616.939
531,15.0,POINT (661509.2852775523 5587640.036248605),661509.285,5587640.036
532,39.0,POINT (662089.9318755261 5587572.287772519),662089.932,5587572.288
533,40.0,POINT (655854.0551395491 5587561.533591258),655854.055,5587561.534
534,39.0,POINT (652046.8468181314 5587534.317804605),652046.847,5587534.318
535,33.0,POINT (639175.6059644914 5587546.885216201),639175.606,5587546.885
536,39.0,POINT (650717.5610779371 5587529.942500954),650717.561,5587529.943
537,31.0,POINT (656188.1794788277 5587569.867908947),656188.179,5587569.868
538,40.0,POINT (656862.7861666662 5587508.419688579),656862.786,5587508.42
539,37.0,POINT (647142.4950322596 5587433.368179833),647142.495,5587433.368
540,39.0,POINT (652473.2443352933 5587556.000201172),652473.244,5587556.0
541,30.0,POINT (653095.4774827156 5587392.710475857),653095.477,5587392.71
542,38.0,POINT (657275.326132857 5587343.294296527),657275.326,5587343.294
543,35.0,POINT (656827.7324832799 5587313.635455146),656827.732,5587313.635
544,40.0,POINT (650874.4145366339 5587288.831926238),650874.415,5587288.832
545,35.0,POINT (651778.904476076 5587298.05523444),651778.904,5587298.055
546,26.0,POINT (652926.4313068338 5587256.384195513),652926.431,5587256.384
547,37.0,POINT (655675.2935111781 5587258.410315663),655675.294,5587258.41
548,34.0,POINT (657194.1983597154 5587225.321919437),657194.198,5587225.322
549,31.0,POINT (657891.4822979622 5587321.908667644),657891.482,5587321.909
550,37.0,POINT (638200.2194480845 5587192.889969199),638200.219,5587192.89
551,35.0,POINT (650974.1525149932 5587218.001575754),650974.153,5587218.002
552,27.0,POINT (653789.328338824 5587234.044763089),653789.328,5587234.045
553,26.0,POINT (653929.2267588185 5587232.204197424),653929.227,5587232.204
554,35.0,POINT (654961.763936542 5587045.440225395),654961.764,5587045.44
555,33.0,POINT (655570.3635225927 5587193.587998953),655570.364,5587193.588
556,35.0,POINT (652749.7383256851 5587371.04354444),652749.738,5587371.044
557,37.0,POINT (643807.8951387726 5587099.037569258),643807.895,5587099.038
558,31.0,POINT (647368.3368885163 5587127.789051101),647368.337,5587127.789
559,37.0,POINT (653882.6307635516 5587434.445042105),653882.631,5587434.445
560,39.0,POINT (658531.183986465 5587130.562082793),658531.184,5587130.562
561,38.0,POINT (662218.7770267081 5587071.74812059),662218.777,5587071.748
562,31.0,POINT (653508.0524148648 5587004.355738851),653508.052,5587004.356
563,35.0,POINT (653000.6396430858 5587144.344083851),653000.64,5587144.344
564,38.0,POINT (654166.9411562597 5587013.603271603),654166.941,5587013.603
565,40.0,POINT (656299.6242078124 5586977.632313309),656299.624,5586977.632
566,38.0,POINT (660200.6765760713 5587003.423338313),660200.677,5587003.423
567,30.0,POINT (646507.4058857803 5586971.675731721),646507.406,5586971.676
568,39.0,POINT (656786.1211269337 5587100.170241132),656786.121,5587100.17
569,40.0,POINT (656011.0279923476 5587167.034670022),656011.028,5587167.035
570,27.0,POINT (655307.5586496482 5586951.397380603),655307.559,5586951.397
571,37.0,POINT (640752.7236511236 5587033.540519712),640752.724,5587033.541
572,35.0,POINT (647068.0311819257 5586924.351810948),647068.031,5586924.352
573,31.0,POINT (660066.2904066604 5586925.227333827),660066.29,5586925.227
574,31.0,POINT (646973.2058831111 5586885.645782105),646973.206,5586885.646
575,39.0,POINT (650033.369586766 5586899.090352169),650033.37,5586899.09
576,38.0,POINT (652550.2520342519 5586878.600883772),652550.252,5586878.601
577,35.0,POINT (658546.3250044519 5586811.246329366),658546.325,5586811.246
578,35.0,POINT (651963.6288293885 5586802.520700776),651963.629,5586802.521
579,40.0,POINT (655491.8847920113 5586770.995827371),655491.885,5586770.996
580,33.0,POINT (639268.3470911408 5586742.661502973),639268.347,5586742.662
581,40.0,POINT (639434.9844265945 5586718.517104474),639434.984,5586718.517
582,33.0,POINT (647843.8071403316 5586702.499184855),647843.807,5586702.499
583,25.0,POINT (662204.1621250622 5586685.392883766),662204.162,5586685.393
584,31.0,POINT (649531.9384625467 5586691.237317945),649531.938,5586691.237
585,39.0,POINT (651834.1023952604 5586601.161399477),651834.102,5586601.161
586,33.0,POINT (651021.8092503038 5586635.354154966),651021.809,5586635.354
587,33.0,POINT (653564.9153609198 5586607.748972021),653564.915,5586607.749
588,40.0,POINT (657296.8547257183 5586548.664618081),657296.855,5586548.665
589,30.0,POINT (656294.9403430619 5586509.115111899),656294.94,5586509.115
590,14.0,POINT (647679.792851484 5586498.011168765),647679.793,5586498.011
591,35.0,POINT (641733.2485996236 5586485.543322359),641733.249,5586485.543
592,35.0,POINT (655588.6516899638 5586485.499353647),655588.652,5586485.499
593,40.0,POINT (655169.7556294367 5586428.147115759),655169.756,5586428.147
594,26.0,POINT (658860.9961601795 5586467.283796437),658860.996,5586467.284
595,33.0,POINT (660054.5492440186 5586452.585883568),660054.549,5586452.586
596,40.0,POINT (648212.5141105263 5586401.427143856),648212.514,5586401.427
597,7.0,POINT (650691.2076196239 5586397.607227946),650691.208,5586397.607
598,40.0,POINT (653127.6246810541 5586305.643883366),653127.625,5586305.644
599,35.0,POINT (653378.4338271468 5586316.696477383),653378.434,5586316.696
600,26.0,POINT (654397.3635740476 5586266.940292791),654397.364,5586266.94
601,38.0,POINT (654340.9794433557 5586282.331964089),654340.979,5586282.332
602,39.0,POINT (656602.5124975964 5586222.362859651),656602.512,5586222.363
603,39.0,POINT (661618.3087134055 5586218.821327602),661618.309,5586218.821
604,38.0,POINT (647787.089063143 5586251.742494836),647787.089,5586251.742
605,40.0,POINT (659361.5218832187 5586209.675237498),659361.522,5586209.675
606,35.0,POINT (650041.4992858223 5586234.394785855),650041.499,5586234.395
607,40.0,POINT (656098.3744746769 5586256.699900302),656098.374,5586256.7
608,37.0,POINT (640023.0144258295 5586201.256320585),640023.014,5586201.256
609,39.0,POINT (657215.1116202145 5586186.713377222),657215.112,5586186.713
610,33.0,POINT (648038.5444729278 5586267.891614633),648038.544,5586267.892
611,39.0,POINT (654773.6298655794 5586155.969851355),654773.63,5586155.97
612,24.0,POINT (659320.0332452842 5586129.58406824),659320.033,5586129.584
613,39.0,POINT (650752.0924976242 5586095.704269898),650752.092,5586095.704
614,35.0,POINT (652585.9930180918 5586037.136641114),652585.993,5586037.137
615,35.0,POINT (650379.8419033049 5586008.765968542),650379.842,5586008.766
616,35.0,POINT (655514.0859821917 5586108.179307206),655514.086,5586108.179
617,40.0,POINT (657767.1759710683 5586013.416827675),657767.176,5586013.417
618,18.0,POINT (654964.3042179397 5585962.923418592),654964.304,5585962.923
619,33.0,POINT (646332.4475612378 5586011.977783939),646332.448,5586011.978
620,40.0,POINT (651226.8773580161 5585948.073408288),651226.877,5585948.073
621,40.0,POINT (638319.3212316979 5585939.475281471),638319.321,5585939.475
622,22.0,POINT (654539.560675544 5585941.978917432),654539.561,5585941.979
623,35.0,POINT (654700.7135669607 5585925.925454491),654700.714,5585925.925
624,26.0,POINT (657354.6122923804 5585939.989575863),657354.612,5585939.99
625,24.0,POINT (653719.7933414851 5585911.740605883),653719.793,5585911.741
626,38.0,POINT (654598.723613509 5585874.555913575),654598.724,5585874.556
627,31.0,POINT (654780.0826363668 5585863.594327674),654780.083,5585863.594
628,31.0,POINT (660134.7541658499 5585878.908619612),660134.754,5585878.909
629,26.0,POINT (654749.900601231 5585809.836516346),654749.901,5585809.837
630,35.0,POINT (662051.0443250136 5585797.558106607),662051.044,5585797.558
631,38.0,POINT (653592.2525621851 5585753.218611769),653592.253,5585753.219
632,35.0,POINT (655761.1486734615 5585773.009653641),655761.149,5585773.01
633,26.0,POINT (654293.7806958159 5585718.786569055),654293.781,5585718.787
634,37.0,POINT (645988.1682174011 5585693.252848781),645988.168,5585693.253
635,40.0,POINT (653434.1736338215 5585711.477585933),653434.174,5585711.478
636,18.0,POINT (661488.1285344111 5585655.267568236),661488.129,5585655.268
637,40.0,POINT (661923.4388151154 5585645.361276329),661923.439,5585645.361
638,39.0,POINT (654878.7587980145 5585573.85909301),654878.759,5585573.859
639,35.0,POINT (657618.4300192604 5585551.962757244),657618.43,5585551.963
640,38.0,POINT (639473.958360728 5585467.586665274),639473.958,5585467.587
641,32.0,POINT (654609.3919816427 5585453.002054825),654609.392,5585453.002
642,22.0,POINT (657330.8695848592 5585473.145266297),657330.87,5585473.145
643,37.0,POINT (642080.3249376663 5585502.692847193),642080.325,5585502.693
644,37.0,POINT (641763.3829017723 5585872.960744685),641763.383,5585872.961
645,37.0,POINT (641815.7607639818 5585836.619162205),641815.761,5585836.619
646,35.0,POINT (651173.3751587245 5585352.420710929),651173.375,5585352.421
647,24.0,POINT (653143.559752087 5585509.055674652),653143.56,5585509.056
648,35.0,POINT (639794.8937578363 5585440.551934269),639794.894,5585440.552
649,31.0,POINT (652695.6598524307 5585288.978185188),652695.66,5585288.978
650,37.0,POINT (653777.9554046181 5585379.475913825),653777.955,5585379.476
651,31.0,POINT (655390.1203020017 5585264.577212502),655390.12,5585264.577
652,31.0,POINT (656739.9431778633 5585237.523824609),656739.943,5585237.524
653,39.0,POINT (661361.5194483643 5585261.045618614),661361.519,5585261.046
654,39.0,POINT (659299.9510612123 5585262.014898079),659299.951,5585262.015
655,40.0,POINT (661750.1772235201 5585122.152880037),661750.177,5585122.153
656,27.0,POINT (641003.876646466 5585135.891542427),641003.877,5585135.892
657,31.0,POINT (654643.8634179522 5585113.251250848),654643.863,5585113.251
658,33.0,POINT (656872.7913827905 5585100.376967966),656872.791,5585100.377
